TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
1069,Cont_SVC,-3.15,-0.3,scaleNoScaling,V,,%1.3f,,,,,1069,Cont_SVC,-3.16,-0.3,scaleNoScaling,V,,%1.3f,,,,,1069,Cont_SVC,-3.17,-0.3,scaleNoScaling,V,,%1.3f,,,,,1069,Cont_SVC,-3.15,-0.3,scaleNoScaling,V,,%1.3f,,
1070,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1070,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1070,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1070,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1071,Cont_XADDR1_BVREN,-0.72,-0.6,scaleNoScaling,V,,%1.3f,,,,,1071,Cont_XADDR1_BVREN,-0.72,-0.6,scaleNoScaling,V,,%1.3f,,,,,1071,Cont_XADDR1_BVREN,-0.77,-0.6,scaleNoScaling,V,,%1.3f,,,,,1071,Cont_XADDR1_BVREN,-0.66,-0.49,scaleNoScaling,V,,%1.3f,,
1072,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1072,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1072,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1072,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1073,Cont_VINSEN,-0.7,-0.5,scaleNoScaling,V,,%1.3f,,,,,1073,Cont_VINSEN,-0.7,-0.59,scaleNoScaling,V,,%1.3f,,,,,1073,Cont_VINSEN,-0.76,-0.6,scaleNoScaling,V,,%1.3f,,,,,1073,Cont_VINSEN,-0.63,-0.5,scaleNoScaling,V,,%1.3f,,
1074,Cont_MP_FAULT1_OCPL,-0.81,-0.77,scaleNoScaling,V,,%1.3f,,,,,1074,Cont_MP_FAULT1_OCPL,-0.81,-0.77,scaleNoScaling,V,,%1.3f,,,,,1074,Cont_MP_FAULT1_OCPL,-0.95,-0.83,scaleNoScaling,V,,%1.3f,,,,,1074,Cont_MP_FAULT1_OCPL,-0.72,-0.58,scaleNoScaling,V,,%1.3f,,
1075,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1075,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1075,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1075,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1076,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1076,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1076,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1076,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1077,Cont_VRHOTN_RSTL,-0.82,-0.78,scaleNoScaling,V,,%1.3f,,,,,1077,Cont_VRHOTN_RSTL,-0.82,-0.78,scaleNoScaling,V,,%1.3f,,,,,1077,Cont_VRHOTN_RSTL,-0.82,-0.78,scaleNoScaling,V,,%1.3f,,,,,1077,Cont_VRHOTN_RSTL,-0.82,-0.78,scaleNoScaling,V,,%1.3f,,
1078,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1078,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1078,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1078,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1079,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1079,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1079,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1079,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1080,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1080,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1080,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1080,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1081,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1081,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1081,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1081,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1082,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1082,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1082,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1082,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1083,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1083,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1083,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1083,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1084,Cont_PSYSP_IINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1084,Cont_PSYSP_IINSEN_3p3V,-0.76,-0.56,scaleNoScaling,V,,%1.3f,,,,,1084,Cont_PSYSP_IINSEN_3p3V,-0.8,-0.6,scaleNoScaling,V,,%1.3f,,,,,1084,Cont_PSYSP_IINSEN_3p3V,-0.68,-0.48,scaleNoScaling,V,,%1.3f,,
1085,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1085,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1085,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1085,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1086,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1086,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1086,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1086,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1087,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1087,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1087,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1087,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1088,Cont_VD3p3,-0.62,-0.48,scaleNoScaling,V,,%1.3f,,,,,1088,Cont_VD3p3,-0.62,-0.48,scaleNoScaling,V,,%1.3f,,,,,1088,Cont_VD3p3,-0.67,-0.47,scaleNoScaling,V,,%1.3f,,,,,1088,Cont_VD3p3,-0.5,-0.3,scaleNoScaling,V,,%1.3f,,
1089,Cont_VD1p2,-0.58,-0.48,scaleNoScaling,V,,%1.3f,,,,,1089,Cont_VD1p2,-0.58,-0.48,scaleNoScaling,V,,%1.3f,,,,,1089,Cont_VD1p2,-0.68,-0.48,scaleNoScaling,V,,%1.3f,,,,,1089,Cont_VD1p2,-0.45,-0.25,scaleNoScaling,V,,%1.3f,,
2001,Scan_SAF_Mck_edt_schk,,,scaleNoScaling,,,%d,,,,,2001,Scan_SAF_Mck_edt_schk,,,scaleNoScaling,0,,%d,,,,,2001,Scan_SAF_Mck_edt_schk,0,0,scaleNoScaling,0,,%d,,,,,2001,Scan_SAF_Mck_edt_schk,0,0,scaleNoScaling,0,,%d,,
2002,Scan_SAF_Mck_edt_1,,,scaleNoScaling,,,%d,,,,,2002,Scan_SAF_Mck_edt_1,,,scaleNoScaling,0,,%d,,,,,2002,Scan_SAF_Mck_edt_1,0,0,scaleNoScaling,0,,%d,,,,,2002,Scan_SAF_Mck_edt_1,0,0,scaleNoScaling,0,,%d,,
2003,Scan_SAF_Mck_edt_2,,,scaleNoScaling,,,%d,,,,,2003,Scan_SAF_Mck_edt_2,,,scaleNoScaling,0,,%d,,,,,2003,Scan_SAF_Mck_edt_2,0,0,scaleNoScaling,0,,%d,,,,,2003,Scan_SAF_Mck_edt_2,0,0,scaleNoScaling,0,,%d,,
2004,Scan_SAF_Mck_edt_3,,,scaleNoScaling,,,%d,,,,,2004,Scan_SAF_Mck_edt_3,,,scaleNoScaling,0,,%d,,,,,2004,Scan_SAF_Mck_edt_3,0,0,scaleNoScaling,0,,%d,,,,,2004,Scan_SAF_Mck_edt_3,0,0,scaleNoScaling,0,,%d,,
2005,Scan_SAF_Mck_edt_4,,,scaleNoScaling,,,%d,,,,,2005,Scan_SAF_Mck_edt_4,,,scaleNoScaling,0,,%d,,,,,2005,Scan_SAF_Mck_edt_4,0,0,scaleNoScaling,0,,%d,,,,,2005,Scan_SAF_Mck_edt_4,0,0,scaleNoScaling,0,,%d,,
2007,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2007,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2007,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2007,Scan_SAF,,,scaleNoScaling,,,%d,,
2008,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2008,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2008,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2008,Scan_SAF,,,scaleNoScaling,,,%d,,
2009,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2009,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2009,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2009,Scan_SAF,,,scaleNoScaling,,,%d,,
2010,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2010,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2010,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2010,Scan_SAF,,,scaleNoScaling,,,%d,,
2011,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2011,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2011,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2011,Scan_SAF,,,scaleNoScaling,,,%d,,
2012,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2012,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2012,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2012,Scan_SAF,,,scaleNoScaling,,,%d,,
2013,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2013,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2013,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2013,Scan_SAF,,,scaleNoScaling,,,%d,,
2014,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2014,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2014,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2014,Scan_SAF,,,scaleNoScaling,,,%d,,
2015,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2015,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2015,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2015,Scan_SAF,,,scaleNoScaling,,,%d,,
2016,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2016,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2016,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2016,Scan_SAF,,,scaleNoScaling,,,%d,,
2101,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2101,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2101,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2101,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2102,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2102,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2102,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2102,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2103,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2103,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2103,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2103,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2104,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2104,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2104,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2104,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2105,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2105,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2105,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2105,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2106,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2106,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2106,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2106,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2107,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2107,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2107,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2107,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2108,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2108,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2108,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2108,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2109,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2109,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2109,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2109,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2110,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2110,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2110,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2110,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2111,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2111,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2111,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2111,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2112,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2112,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2112,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2112,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2113,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2113,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2113,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2113,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2114,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2114,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2114,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2114,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2115,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2115,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2115,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2115,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2116,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2116,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2116,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2116,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2117,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2117,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2117,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2117,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2118,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2118,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2118,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2118,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2119,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2119,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2119,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2119,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2120,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2120,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2120,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2120,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2121,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2121,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2121,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2121,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2122,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2122,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2122,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2122,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2123,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2123,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2123,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2123,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2124,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2124,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2124,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2124,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2125,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2125,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2125,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2125,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2126,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2126,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2126,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2126,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2127,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2127,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2127,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2127,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2128,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2128,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2128,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2128,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2129,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2129,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2129,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2129,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2130,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2130,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2130,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2130,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2131,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2131,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2131,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2131,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2132,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2132,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2132,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2132,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2133,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2133,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2133,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2133,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2134,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2134,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2134,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2134,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2135,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2135,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2135,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2135,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2136,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2136,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2136,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2136,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2137,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2137,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2137,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2137,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2138,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2138,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2138,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2138,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2139,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2139,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2139,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2139,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2140,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2140,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2140,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2140,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2141,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2141,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2141,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2141,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2142,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2142,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2142,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2142,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2143,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2143,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2143,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2143,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2144,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2144,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2144,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2144,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2145,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2145,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2145,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,,,,2145,IDDQ_VDD,0,10000,scaleMicro,A,,%1.3f,,
2201,Scan_TR_Mck_edt_delay_schk,,,scaleNoScaling,,,%d,,,,,2201,Scan_TR_Mck_edt_delay_schk,,,scaleNoScaling,0,,%d,,,,,2201,Scan_TR_Mck_edt_delay_schk,0,0,scaleNoScaling,0,,%d,,,,,2201,Scan_TR_Mck_edt_delay_schk,0,0,scaleNoScaling,0,,%d,,
2202,Scan_TR_Mck_transition_edt_1,,,scaleNoScaling,,,%d,,,,,2202,Scan_TR_Mck_transition_edt_1,,,scaleNoScaling,0,,%d,,,,,2202,Scan_TR_Mck_transition_edt_1,0,0,scaleNoScaling,0,,%d,,,,,2202,Scan_TR_Mck_transition_edt_1,0,0,scaleNoScaling,0,,%d,,
2203,Scan_TR_Mck_transition_edt_2,,,scaleNoScaling,,,%d,,,,,2203,Scan_TR_Mck_transition_edt_2,,,scaleNoScaling,0,,%d,,,,,2203,Scan_TR_Mck_transition_edt_2,0,0,scaleNoScaling,0,,%d,,,,,2203,Scan_TR_Mck_transition_edt_2,0,0,scaleNoScaling,0,,%d,,
2204,Scan_TR_Mck_transition_edt_3,,,scaleNoScaling,,,%d,,,,,2204,Scan_TR_Mck_transition_edt_3,,,scaleNoScaling,0,,%d,,,,,2204,Scan_TR_Mck_transition_edt_3,0,0,scaleNoScaling,0,,%d,,,,,2204,Scan_TR_Mck_transition_edt_3,0,0,scaleNoScaling,0,,%d,,
2205,Scan_TR_Mck_transition_edt_4,,,scaleNoScaling,,,%d,,,,,2205,Scan_TR_Mck_transition_edt_4,,,scaleNoScaling,0,,%d,,,,,2205,Scan_TR_Mck_transition_edt_4,0,0,scaleNoScaling,0,,%d,,,,,2205,Scan_TR_Mck_transition_edt_4,0,0,scaleNoScaling,0,,%d,,
2206,Scan_TR_Mck_transition_edt_5,,,scaleNoScaling,,,%d,,,,,2206,Scan_TR_Mck_transition_edt_5,,,scaleNoScaling,0,,%d,,,,,2206,Scan_TR_Mck_transition_edt_5,0,0,scaleNoScaling,0,,%d,,,,,2206,Scan_TR_Mck_transition_edt_5,0,0,scaleNoScaling,0,,%d,,
