TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,TestNum,TESTNAME,CHAR LoLim,CHAR HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
1054,Cont_TSEN2_VAUX,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1054,Cont_TSEN2_VAUX,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1054,Cont_TSEN2_VAUX,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1054,Cont_TSEN2_VAUX,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1054,Cont_TSEN2_VAUX,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1055,Cont_PSYSN_VINSEN,-1.44,-1.39,scaleNoScaling,V,,%1.3f,,,,,1055,Cont_PSYSN_VINSEN,-1.44,-1.39,scaleNoScaling,V,,%1.3f,,,,,1055,Cont_PSYSN_VINSEN,-1.77,-1.52,scaleNoScaling,V,,%1.3f,,,,,1055,Cont_PSYSN_VINSEN,-1.15,-0.65,scaleNoScaling,V,,%1.3f,,,1055,Cont_PSYSN_VINSEN,-1.77,-0.65,scaleNoScaling,V,,%1.3f,,
1056,Cont_PSYSN,-1.44,-1.39,scaleNoScaling,V,,%1.3f,,,,,1056,Cont_PSYSN,-1.44,-1.39,scaleNoScaling,V,,%1.3f,,,,,1056,Cont_PSYSN,-1.77,-1.52,scaleNoScaling,V,,%1.3f,,,,,1056,Cont_PSYSN,-1.15,-0.65,scaleNoScaling,V,,%1.3f,,,1056,Cont_PSYSN,-1.77,-0.65,scaleNoScaling,V,,%1.3f,,
1057,Cont_PSYSN_VINSEN_16V,-2,-0.9,scaleNoScaling,V,,%1.3f,,,,,1057,Cont_PSYSN_VINSEN_16V,-2,-0.9,scaleNoScaling,V,,%1.3f,,,,,1057,Cont_PSYSN_VINSEN_16V,-2,-0.9,scaleNoScaling,V,,%1.3f,,,,,1057,Cont_PSYSN_VINSEN_16V,-2,-0.9,scaleNoScaling,V,,%1.3f,,,1057,Cont_PSYSN_VINSEN_16V,-1.77,-0.9,scaleNoScaling,V,,%1.3f,,
1058,Cont_RSTL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1058,Cont_RSTL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1058,Cont_RSTL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1058,Cont_RSTL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1058,Cont_RSTL,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1059,Cont_SVC,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1059,Cont_SVC,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1059,Cont_SVC,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1059,Cont_SVC,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1059,Cont_SVC,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1060,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1060,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1060,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1060,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1060,Cont_SVTI,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1061,Cont_XADDR1_BVREN,-0.72,-0.6,scaleNoScaling,V,,%1.3f,,,,,1061,Cont_XADDR1_BVREN,-0.72,-0.6,scaleNoScaling,V,,%1.3f,,,,,1061,Cont_XADDR1_BVREN,-0.78,-0.61,scaleNoScaling,V,,%1.3f,,,,,1061,Cont_XADDR1_BVREN,-0.64,-0.51,scaleNoScaling,V,,%1.3f,,,1061,Cont_XADDR1_BVREN,-0.78,-0.51,scaleNoScaling,V,,%1.3f,,
1062,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1062,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1062,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1062,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1062,Cont_TSEN1,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1063,Cont_VINSEN,-2,-0.9,scaleNoScaling,V,,%1.3f,,,,,1063,Cont_VINSEN,-2,-0.9,scaleNoScaling,V,,%1.3f,,,,,1063,Cont_VINSEN,-2,-0.9,scaleNoScaling,V,,%1.3f,,,,,1063,Cont_VINSEN,-2,-0.9,scaleNoScaling,V,,%1.3f,,,1063,Cont_VINSEN,-2,-0.9,scaleNoScaling,V,,%1.3f,,
1064,Cont_MP_FAULT1_OCPL,-0.81,-0.77,scaleNoScaling,V,,%1.3f,,,,,1064,Cont_MP_FAULT1_OCPL,-0.81,-0.77,scaleNoScaling,V,,%1.3f,,,,,1064,Cont_MP_FAULT1_OCPL,-0.95,-0.83,scaleNoScaling,V,,%1.3f,,,,,1064,Cont_MP_FAULT1_OCPL,-0.72,-0.58,scaleNoScaling,V,,%1.3f,,,1064,Cont_MP_FAULT1_OCPL,-1,-0.58,scaleNoScaling,V,,%1.3f,,
1065,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1065,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1065,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1065,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1065,Cont_PSYS_BYP,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1066,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1066,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1066,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1066,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1066,Cont_PSYS_CAL,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1067,Cont_VRHOTN_RSTL,-0.82,-0.77,scaleNoScaling,V,,%1.3f,,,,,1067,Cont_VRHOTN_RSTL,-0.82,-0.77,scaleNoScaling,V,,%1.3f,,,,,1067,Cont_VRHOTN_RSTL,-0.95,-0.83,scaleNoScaling,V,,%1.3f,,,,,1067,Cont_VRHOTN_RSTL,-0.72,-0.58,scaleNoScaling,V,,%1.3f,,,1067,Cont_VRHOTN_RSTL,-0.95,-0.58,scaleNoScaling,V,,%1.3f,,
1068,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1068,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1068,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1068,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1068,Cont_VRHOTN,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1069,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1069,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1069,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1069,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1069,Cont_AVS_CLK,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1070,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1070,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1070,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1070,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1070,Cont_AVS_MDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1071,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1071,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1071,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1071,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1071,Cont_AVS_SDAT,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1072,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1072,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1072,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1072,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1072,Cont_ATSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1073,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1073,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1073,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1073,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1073,Cont_BTSEN,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1074,Cont_PSYSP_IINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1074,Cont_PSYSP_IINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1074,Cont_PSYSP_IINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1074,Cont_PSYSP_IINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1074,Cont_PSYSP_IINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1075,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1075,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1075,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1075,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1075,Cont_PSYSN_VINSEN_3p3V,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1076,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1076,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1076,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1076,Cont_PSYSP_VSYS_IINSEN_16V,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1076,Cont_PSYSP_VSYS_IINSEN_16V,-1.77,-0.3,scaleNoScaling,V,,%1.3f,,
1077,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1077,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1077,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,,,,1077,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,,1077,Cont_ZION_VSENSE,-1,-0.3,scaleNoScaling,V,,%1.3f,,
1078,Cont_VD3p3,-0.6,-0.48,scaleNoScaling,V,,%1.3f,,,,,1078,Cont_VD3p3,-0.6,-0.48,scaleNoScaling,V,,%1.3f,,,,,1078,Cont_VD3p3,-0.67,-0.47,scaleNoScaling,V,,%1.3f,,,,,1078,Cont_VD3p3,-0.5,-0.3,scaleNoScaling,V,,%1.3f,,,1078,Cont_VD3p3,-0.67,-0.3,scaleNoScaling,V,,%1.3f,,
1079,Cont_VD1p2,-0.57,-0.48,scaleNoScaling,V,,%1.3f,,,,,1079,Cont_VD1p2,-0.57,-0.48,scaleNoScaling,V,,%1.3f,,,,,1079,Cont_VD1p2,-0.65,-0.45,scaleNoScaling,V,,%1.3f,,,,,1079,Cont_VD1p2,-0.45,-0.25,scaleNoScaling,V,,%1.3f,,,1079,Cont_VD1p2,-0.65,-0.25,scaleNoScaling,V,,%1.3f,,
2001,Scan_SAF_Mck_edt_schk,,,scaleNoScaling,,,%d,,,,,2001,Scan_SAF_Mck_edt_schk,,,scaleNoScaling,,,%d,,,,,2001,Scan_SAF_Mck_edt_schk,,,scaleNoScaling,,,%d,,,,,2001,Scan_SAF_Mck_edt_schk,,,scaleNoScaling,,,%d,,,2001,Scan_SAF_Mck_edt_schk,,,scaleNoScaling,,,%d,,
2002,Scan_SAF_Mck_edt_1,,,scaleNoScaling,,,%d,,,,,2002,Scan_SAF_Mck_edt_1,,,scaleNoScaling,,,%d,,,,,2002,Scan_SAF_Mck_edt_1,,,scaleNoScaling,,,%d,,,,,2002,Scan_SAF_Mck_edt_1,,,scaleNoScaling,,,%d,,,2002,Scan_SAF_Mck_edt_1,,,scaleNoScaling,,,%d,,
2003,Scan_SAF_Mck_edt_2,,,scaleNoScaling,,,%d,,,,,2003,Scan_SAF_Mck_edt_2,,,scaleNoScaling,,,%d,,,,,2003,Scan_SAF_Mck_edt_2,,,scaleNoScaling,,,%d,,,,,2003,Scan_SAF_Mck_edt_2,,,scaleNoScaling,,,%d,,,2003,Scan_SAF_Mck_edt_2,,,scaleNoScaling,,,%d,,
2004,Scan_SAF_Mck_edt_3,,,scaleNoScaling,,,%d,,,,,2004,Scan_SAF_Mck_edt_3,,,scaleNoScaling,,,%d,,,,,2004,Scan_SAF_Mck_edt_3,,,scaleNoScaling,,,%d,,,,,2004,Scan_SAF_Mck_edt_3,,,scaleNoScaling,,,%d,,,2004,Scan_SAF_Mck_edt_3,,,scaleNoScaling,,,%d,,
2005,Scan_SAF_Mck_edt_4,,,scaleNoScaling,,,%d,,,,,2005,Scan_SAF_Mck_edt_4,,,scaleNoScaling,,,%d,,,,,2005,Scan_SAF_Mck_edt_4,,,scaleNoScaling,,,%d,,,,,2005,Scan_SAF_Mck_edt_4,,,scaleNoScaling,,,%d,,,2005,Scan_SAF_Mck_edt_4,,,scaleNoScaling,,,%d,,
2007,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2007,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2007,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2007,Scan_SAF,,,scaleNoScaling,,,%d,,,2007,Scan_SAF,,,scaleNoScaling,,,%d,,
2008,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2008,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2008,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2008,Scan_SAF,,,scaleNoScaling,,,%d,,,2008,Scan_SAF,,,scaleNoScaling,,,%d,,
2009,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2009,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2009,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2009,Scan_SAF,,,scaleNoScaling,,,%d,,,2009,Scan_SAF,,,scaleNoScaling,,,%d,,
2010,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2010,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2010,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2010,Scan_SAF,,,scaleNoScaling,,,%d,,,2010,Scan_SAF,,,scaleNoScaling,,,%d,,
2011,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2011,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2011,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2011,Scan_SAF,,,scaleNoScaling,,,%d,,,2011,Scan_SAF,,,scaleNoScaling,,,%d,,
2012,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2012,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2012,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2012,Scan_SAF,,,scaleNoScaling,,,%d,,,2012,Scan_SAF,,,scaleNoScaling,,,%d,,
2013,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2013,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2013,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2013,Scan_SAF,,,scaleNoScaling,,,%d,,,2013,Scan_SAF,,,scaleNoScaling,,,%d,,
2014,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2014,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2014,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2014,Scan_SAF,,,scaleNoScaling,,,%d,,,2014,Scan_SAF,,,scaleNoScaling,,,%d,,
2015,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2015,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2015,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2015,Scan_SAF,,,scaleNoScaling,,,%d,,,2015,Scan_SAF,,,scaleNoScaling,,,%d,,
2016,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2016,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2016,Scan_SAF,,,scaleNoScaling,,,%d,,,,,2016,Scan_SAF,,,scaleNoScaling,,,%d,,,2016,Scan_SAF,,,scaleNoScaling,,,%d,,
2101,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2101,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2101,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2101,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2101,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2102,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2102,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2102,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2102,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2102,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2103,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2103,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2103,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2103,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2103,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2104,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2104,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2104,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2104,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2104,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2105,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2105,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2105,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2105,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2105,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2106,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2106,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2106,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2106,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2106,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2107,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2107,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2107,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2107,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2107,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2108,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2108,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2108,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2108,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2108,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2109,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2109,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2109,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2109,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2109,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2110,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2110,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2110,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2110,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2110,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2111,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2111,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2111,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2111,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2111,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2112,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2112,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2112,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2112,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2112,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2113,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2113,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2113,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2113,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2113,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2114,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2114,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2114,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2114,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2114,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2115,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2115,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2115,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2115,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2115,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2116,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2116,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2116,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2116,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2116,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2117,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2117,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2117,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2117,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2117,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2118,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2118,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2118,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2118,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2118,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2119,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2119,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2119,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2119,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2119,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2120,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2120,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2120,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2120,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2120,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2121,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2121,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2121,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2121,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2121,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2122,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2122,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2122,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2122,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2122,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2123,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2123,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2123,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2123,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2123,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2124,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2124,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2124,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2124,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2124,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2125,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2125,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2125,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2125,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2125,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2126,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2126,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2126,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2126,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2126,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2127,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2127,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2127,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2127,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2127,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
2128,IDDQ_VDD,40,750,scaleMicro,A,,%1.3f,,,,,2128,IDDQ_VDD,20,800,scaleMicro,A,,%1.3f,,,,,2128,IDDQ_VDD,0,10,scaleMilli,A,,%1.3f,,,,,2128,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,,,2128,IDDQ_VDD,0,25,scaleMilli,A,,%1.3f,1.25,V
